curso,regime,entry_id,fora_do_escopo,confiante,aceito,primario,vazio,rota,passada,pred,win_slug,s1,s2,margem,razao,share_score,n_pos,n_cand,frase,exact_hits,max_tok_frase,tok_frase_doador,origem,doador,peso_doador,n_topic_tokens,n_overlap,cobertura,n_alias,pred_frase,pred_exact_hits,pred_max_tok_frase,pred_tok_frase_doador,pred_origem,pred_doador,pred_peso_doador,pred_n_topic_tokens,pred_n_overlap,pred_cobertura,pred_n_alias,pred_score,unidade,n_mat_unid,n_iguais,share_unid,reasons
ES2,cru,microsservicos6,0,1,0,0,0,1a,1a,gerenciamento-da-configuracao,gerenciamento-da-configuracao,1.3247999999999998,0.0,1.3247999999999998,0.0,1.0,1,7,0,0,0,0,,,0.0,2,2,1.0,1,0,0,0,0,,,0.0,2,2,1.0,1,1.3247999999999998,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,2,0.1,winner_score=1.32
ES2,cru,microsservicos7,0,0,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,1.1520000000000001,0.107712,1.044288,0.09349999999999999,0.9144947416552355,2,7,1,1,1,1,alias,markdown_text,1.1,22,1,0.045454545454545456,22,1,1,1,1,alias,markdown_text,1.1,22,1,0.045454545454545456,22,1.1520000000000001,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,13,0.65,winner_score=1.15
ES2,cru,roteiro7-filas,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,27.400000000000006,1.3247999999999998,26.075200000000006,0.04835036496350363,0.9503160876166461,3,7,1,13,1,1,alias,markdown_headings_text,4.4,22,6,0.2727272727272727,22,1,13,1,1,alias,markdown_headings_text,4.4,22,6,0.2727272727272727,22,27.400000000000006,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,13,0.65,winner_score=27.40
ES2,cru,roteiro8-autenticacao-autorizacao,0,1,0,0,0,1a,1a,gerenciamento-da-configuracao,gerenciamento-da-configuracao,0.107712,0.0,0.107712,0.0,1.0,1,7,0,0,0,0,,,0.0,2,1,0.5,1,0,0,0,0,,,0.0,2,1,0.5,1,0.107712,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,2,0.1,winner_score=0.11
ES2,cru,roteiro7,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,7.656,0.0,7.656,0.0,1.0,1,7,1,4,1,1,alias,markdown_lead_text,2.8,22,2,0.09090909090909091,22,1,4,1,1,alias,markdown_lead_text,2.8,22,2,0.09090909090909091,22,7.656,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,13,0.65,winner_score=7.66
ES2,cru,roteiro7-history-service,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,15.117999999999997,0.0,15.117999999999997,0.0,1.0,1,7,1,7,1,1,alias,markdown_headings_text,4.4,22,2,0.09090909090909091,22,1,7,1,1,alias,markdown_headings_text,4.4,22,2,0.09090909090909091,22,15.117999999999997,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,13,0.65,winner_score=15.12
ES2,produto,revisaoarquiteturapadroes,0,1,1,1,0,1a,1a,conceito-de-arquitetura-de-software,conceito-de-arquitetura-de-software,32.5188,13.115999999999996,19.402800000000003,0.40333591645448164,0.4442386190390322,10,10,1,15,3,2,alias,markdown_headings_text,4.4,6,6,1.0,6,1,15,3,2,alias,markdown_headings_text,4.4,6,6,1.0,6,32.5188,unidade-01-arquitetura-de-software,15,1,0.06666666666666667,winner_score=32.52
ES2,produto,servicos,0,1,1,1,0,1a,1a,orientada-a-servicos,orientada-a-servicos,24.6324,9.434,15.198400000000001,0.3829915071207028,0.5915809457573004,9,10,1,11,4,3,label,markdown_headings_text,4.4,4,4,1.0,3,1,11,4,3,label,markdown_headings_text,4.4,4,4,1.0,3,24.6324,unidade-01-arquitetura-de-software,15,1,0.06666666666666667,winner_score=24.63
ES2,produto,web,0,1,1,1,0,1a,1a,cliente-servidor,cliente-servidor,44.136,25.860000000000007,18.275999999999996,0.5859162588363243,0.40971024418195856,10,10,1,18,3,2,label,markdown_headings_text,4.4,8,8,1.0,7,1,18,3,2,label,markdown_headings_text,4.4,8,8,1.0,7,44.136,unidade-01-arquitetura-de-software,15,1,0.06666666666666667,winner_score=44.14
ES2,produto,microsservicos,0,1,1,1,0,1a,1a,orientada-a-microsservicos,orientada-a-microsservicos,29.520000000000007,7.202,22.318000000000005,0.24397018970189696,0.5108799259610107,10,10,1,14,3,2,alias,markdown_headings_text,4.4,16,13,0.8125,11,1,14,3,2,alias,markdown_headings_text,4.4,16,13,0.8125,11,29.520000000000007,unidade-01-arquitetura-de-software,15,2,0.13333333333333333,winner_score=29.52
ES2,produto,roteiro1-introducao,0,1,1,1,0,1a,1a,estudo-de-caso-arquitetura-orientada-a-microsservicos,estudo-de-caso-arquitetura-orientada-a-microsservicos,13.113999999999997,9.908399999999999,3.2055999999999987,0.7555589446393168,0.387421614982311,9,10,1,7,3,3,alias,markdown_headings_text,4.4,16,10,0.625,12,1,7,3,3,alias,markdown_headings_text,4.4,16,10,0.625,12,13.113999999999997,unidade-01-arquitetura-de-software,15,6,0.4,winner_score=13.11
ES2,produto,roteiro1,0,1,1,1,0,1a,1a,estudo-de-caso-arquitetura-orientada-a-microsservicos,estudo-de-caso-arquitetura-orientada-a-microsservicos,11.033999999999999,3.488,7.545999999999999,0.31611382998006166,0.7506813034925399,6,10,1,6,1,1,alias,markdown_lead_text,2.8,16,3,0.1875,12,1,6,1,1,alias,markdown_lead_text,2.8,16,3,0.1875,12,11.033999999999999,unidade-01-arquitetura-de-software,15,6,0.4,winner_score=11.03
ES2,produto,devops,0,1,1,0,0,1a,1a,gerenciamento-da-configuracao,gerenciamento-da-configuracao,28.308000000000003,23.972,4.336000000000002,0.8468277518722622,0.36433745360193165,7,7,1,11,5,3,alias,markdown_headings_text,4.4,9,9,1.0,5,1,11,5,3,alias,markdown_headings_text,4.4,9,9,1.0,5,28.308000000000003,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,1,0.05,winner_score=28.31
ES2,produto,kubernetes,0,1,1,1,0,1a,1a,plataformas-de-devops,plataformas-de-devops,15.297999999999996,9.097999999999999,6.1999999999999975,0.5947182638253368,0.5964545537344028,5,7,1,7,1,1,alias,markdown_headings_text,4.4,8,3,0.375,5,1,7,1,1,alias,markdown_headings_text,4.4,8,3,0.375,5,15.297999999999996,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,1,0.05,winner_score=15.30
ES2,produto,microsservicos5,0,1,1,0,0,2a-propagado,2a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,52.06080000000001,16.493999999999996,35.566800000000015,0.3168218698137561,0.7080047313463883,6,7,1,26,3,1,alias,markdown_headings_text,4.4,60,18,0.3,54,1,26,3,1,alias,markdown_headings_text,4.4,60,18,0.3,54,52.06080000000001,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=52.06|propagado-headings
ES2,produto,microsservicos2,0,1,0,0,0,1a,1a,orientada-a-microsservicos,orientada-a-microsservicos,30.686000000000003,15.051999999999998,15.634000000000006,0.49051684807404017,0.3915316178345513,10,10,1,13,3,3,alias,markdown_headings_text,4.4,16,9,0.5625,11,1,13,3,3,alias,markdown_headings_text,4.4,16,9,0.5625,11,30.686000000000003,unidade-01-arquitetura-de-software,15,2,0.13333333333333333,winner_score=30.69
ES2,produto,microsservicos3,0,1,0,0,0,1a,1a,estilos-e-padroes-arquiteturais,estilos-e-padroes-arquiteturais,15.051999999999998,12.251999999999997,2.8000000000000007,0.8139782088758968,0.2576967210337764,9,10,1,6,3,1,alias,markdown_headings_text,4.4,6,3,0.5,6,1,6,3,1,alias,markdown_headings_text,4.4,6,3,0.5,6,15.051999999999998,unidade-01-arquitetura-de-software,15,4,0.26666666666666666,winner_score=15.05
ES2,produto,microsservicos4,0,0,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,9.508,2.162,7.345999999999999,0.22738746318889358,0.8072875274926065,3,7,1,4,2,2,alias,markdown_headings_text,4.4,41,5,0.12195121951219512,33,1,4,2,2,alias,markdown_headings_text,4.4,41,5,0.12195121951219512,33,9.508,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=9.51
ES2,produto,roteiro2-nameserver,0,1,1,1,0,1a,1a,estudo-de-caso-arquitetura-orientada-a-microsservicos,estudo-de-caso-arquitetura-orientada-a-microsservicos,20.412,9.318,11.094,0.4564961787184009,0.49514226144517404,9,10,1,9,3,3,alias,markdown_headings_text,4.4,16,10,0.625,12,1,9,3,3,alias,markdown_headings_text,4.4,16,10,0.625,12,20.412,unidade-01-arquitetura-de-software,15,6,0.4,winner_score=20.41
ES2,produto,roteiro3-gateway,0,1,1,1,0,1a,1a,estudo-de-caso-arquitetura-orientada-a-microsservicos,estudo-de-caso-arquitetura-orientada-a-microsservicos,17.639999999999997,9.318,8.321999999999997,0.5282312925170068,0.49811366501128146,9,10,1,8,3,1,alias,markdown_headings_text,4.4,16,11,0.6875,12,1,8,3,1,alias,markdown_headings_text,4.4,16,11,0.6875,12,17.639999999999997,unidade-01-arquitetura-de-software,15,6,0.4,winner_score=17.64
ES2,produto,roteiro4-circuitbreaker,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,29.498000000000005,1.0368,28.461200000000005,0.03514814563699233,0.9592775649374132,4,7,1,14,2,2,alias,markdown_headings_text,4.4,41,9,0.21951219512195122,33,1,14,2,2,alias,markdown_headings_text,4.4,41,9,0.21951219512195122,33,29.498000000000005,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=29.50
ES2,produto,roteiro5-conteiners,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,33.908,4.638,29.270000000000003,0.13678188038221067,0.8510616936900759,3,7,1,15,3,1,alias,markdown_headings_text,4.4,41,13,0.3170731707317073,33,1,15,3,1,alias,markdown_headings_text,4.4,41,13,0.3170731707317073,33,33.908,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=33.91
ES2,produto,roteiro6-conteiners-composicao,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,46.486000000000004,3.448,43.038000000000004,0.07417286925095727,0.912012367865523,3,7,1,21,3,3,alias,markdown_headings_text,4.4,41,15,0.36585365853658536,33,1,21,3,3,alias,markdown_headings_text,4.4,41,15,0.36585365853658536,33,46.486000000000004,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=46.49
ES2,produto,roteiro2,0,1,1,1,0,1a,1a,estudo-de-caso-arquitetura-orientada-a-microsservicos,estudo-de-caso-arquitetura-orientada-a-microsservicos,14.771999999999997,4.498,10.273999999999997,0.3044949905226104,0.7292041404799515,6,10,1,8,2,1,alias,markdown_lead_text,2.8,16,6,0.375,12,1,8,2,1,alias,markdown_lead_text,2.8,16,6,0.375,12,14.771999999999997,unidade-01-arquitetura-de-software,15,6,0.4,winner_score=14.77
ES2,produto,roteiro3,0,1,1,1,0,1a,1a,estudo-de-caso-arquitetura-orientada-a-microsservicos,estudo-de-caso-arquitetura-orientada-a-microsservicos,25.136000000000003,4.498,20.638,0.178946530872056,0.8208557511599252,6,10,1,13,2,1,alias,markdown_headings_text,4.4,16,8,0.5,10,1,13,2,1,alias,markdown_headings_text,4.4,16,8,0.5,10,25.136000000000003,unidade-01-arquitetura-de-software,15,6,0.4,winner_score=25.14
ES2,produto,roteiro4,0,0,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,4.458,0.107712,4.350288,0.02416150740242261,0.9764084988277841,2,7,1,2,2,2,alias,markdown_lead_text,2.8,41,2,0.04878048780487805,33,1,2,2,2,alias,markdown_lead_text,2.8,41,2,0.04878048780487805,33,4.458,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=4.46
ES2,produto,roteiro5,0,0,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,4.458,0.107712,4.350288,0.02416150740242261,0.9764084988277841,2,7,1,2,2,2,alias,markdown_lead_text,2.8,41,2,0.04878048780487805,33,1,2,2,2,alias,markdown_lead_text,2.8,41,2,0.04878048780487805,33,4.458,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=4.46
ES2,produto,roteiro6,0,0,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,4.458,0.107712,4.350288,0.02416150740242261,0.9764084988277841,2,7,1,2,2,2,alias,markdown_lead_text,2.8,41,2,0.04878048780487805,33,1,2,2,2,alias,markdown_lead_text,2.8,41,2,0.04878048780487805,33,4.458,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=4.46
ES2,produto,microsservicos6,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,9.508,2.342,7.165999999999999,0.24631888935633153,0.6710708336862313,4,7,1,4,3,3,alias,markdown_headings_text,4.4,41,5,0.12195121951219512,33,1,4,3,3,alias,markdown_headings_text,4.4,41,5,0.12195121951219512,33,9.508,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=9.51
ES2,produto,microsservicos7,0,0,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,5.948,1.0368,4.911200000000001,0.17431069266980495,0.838630939221534,3,7,1,4,2,2,alias,markdown_text,1.1,41,8,0.1951219512195122,33,1,4,2,2,alias,markdown_text,1.1,41,8,0.1951219512195122,33,5.948,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=5.95
ES2,produto,roteiro7-filas,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,49.25800000000001,4.458,44.80000000000001,0.09050306549189978,0.8957610415487061,4,7,1,22,3,3,alias,markdown_headings_text,4.4,41,14,0.34146341463414637,33,1,22,3,3,alias,markdown_headings_text,4.4,41,14,0.34146341463414637,33,49.25800000000001,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=49.26
ES2,produto,roteiro8-autenticacao-autorizacao,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,15.411999999999999,1.0368,14.3752,0.06727225538541397,0.9308723963114937,3,7,1,6,3,3,alias,markdown_headings_text,4.4,41,5,0.12195121951219512,33,1,6,3,3,alias,markdown_headings_text,4.4,41,5,0.12195121951219512,33,15.411999999999999,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=15.41
ES2,produto,roteiro7,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,14.591999999999995,0.107712,14.484287999999996,0.007381578947368424,0.9926725095022271,2,7,1,8,2,2,alias,markdown_lead_text,2.8,41,5,0.12195121951219512,33,1,8,2,2,alias,markdown_lead_text,2.8,41,5,0.12195121951219512,33,14.591999999999995,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=14.59
ES2,produto,roteiro7-history-service,0,1,1,1,0,1a,1a,estudo-de-caso-integracao-e-implantacao-de-microsservicos,estudo-de-caso-integracao-e-implantacao-de-microsservicos,18.676,0.107712,18.568288,0.005767402013279075,0.9942656701721151,2,7,1,9,1,1,alias,markdown_headings_text,4.4,41,4,0.0975609756097561,33,1,9,1,1,alias,markdown_headings_text,4.4,41,4,0.0975609756097561,33,18.676,unidade-02-integracao-de-desenvolvimento-e-operacao-devops,20,18,0.9,winner_score=18.68
TCC,cru,aula-01-apresentacao-da-disciplina-revisao-de-teoria-de-conjuntos-e-enumerabilidade,0,1,1,1,0,1a,1a,conjuntos-enumeraveis,conjuntos-enumeraveis,8.966000000000001,1.7999999999999998,7.166000000000001,0.20075842070042377,0.7680841585854778,3,3,1,3,9,9,alias,markdown_headings_text,4.4,8,7,0.875,4,1,3,9,9,alias,markdown_headings_text,4.4,8,7,0.875,4,8.966000000000001,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,3,0.42857142857142855,winner_score=8.97
TCC,cru,aula-02-conjuntos-enumeraveis-e-nao-enumeraveis-argumento-da-diagonalizacao-de-cantor,0,1,1,0,0,1a,1a,conjuntos-enumeraveis,conjuntos-enumeraveis,25.68,1.7999999999999998,23.88,0.07009345794392523,0.9046330740615488,3,3,1,11,10,2,label,markdown_headings_text,4.4,8,5,0.625,4,1,11,10,2,label,markdown_headings_text,4.4,8,5,0.625,4,25.68,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,3,0.42857142857142855,winner_score=25.68
TCC,cru,aula-03-funcoes-recursivas-primitivas-e-composicao-de-funcoes,0,1,1,1,0,1a,1a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,9.746,0.9072,8.8388,0.09308434229427458,0.8430504134805025,3,3,1,3,6,6,alias,markdown_headings_text,4.4,7,7,1.0,6,1,3,6,6,alias,markdown_headings_text,4.4,7,7,1.0,6,9.746,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,4,0.5714285714285714,winner_score=9.75
TCC,cru,aula-04-funcoes-computaveis-funcoes-recursivas-parciais-pdf,0,1,1,1,0,1a,1a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,14.000399999999999,1.4256,12.5748,0.10182566212393931,0.8437839010631374,3,3,1,7,7,5,alias,markdown_headings_text,4.4,7,7,1.0,6,1,7,7,5,alias,markdown_headings_text,4.4,7,7,1.0,6,14.000399999999999,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,4,0.5714285714285714,winner_score=14.00
TCC,cru,aula-05-minimizacao-de-funcoes-recursivas-parciais,0,1,1,1,0,1a,1a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,13.599999999999998,1.0368,12.563199999999998,0.07623529411764707,0.9223770851147872,3,3,1,5,5,5,alias,markdown_headings_text,4.4,7,7,1.0,6,1,5,5,5,alias,markdown_headings_text,4.4,7,7,1.0,6,13.599999999999998,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,4,0.5714285714285714,winner_score=13.60
TCC,cru,aula-06-revisao-alfabeto-cadeia-linguagem-hierarquia-de-chomsky-lemas-e-propriedades-de-automatos,0,1,0,0,0,1a,1a,maquinas-de-turing,maquinas-de-turing,14.279999999999998,1.2959999999999998,12.983999999999998,0.0907563025210084,0.8160880442415731,5,5,1,6,3,1,alias,markdown_headings_text,4.4,13,9,0.6923076923076923,6,1,6,3,1,alias,markdown_headings_text,4.4,13,9,0.6923076923076923,6,14.279999999999998,unidade-02-turing-computabilidade,5,5,1.0,winner_score=14.28
TCC,cru,t1-enunciado,0,1,1,1,0,2a-rotulo,2a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,26.3568,11.984399999999997,14.372400000000003,0.4546985977053359,0.6693280511960993,3,3,1,14,7,5,alias,markdown_headings_text,4.4,10,7,0.7,11,1,14,7,5,alias,markdown_headings_text,4.4,10,7,0.7,11,26.3568,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,4,0.5714285714285714,winner_score=26.36|rotulo-decomposto
TCC,cru,aula-07-maquinas-de-turing-e-linguagens-recursivamente-enumeraveis,0,1,1,1,0,1a,1a,maquinas-de-turing,maquinas-de-turing,26.22,1.4832,24.7368,0.0565675057208238,0.8545170121235823,5,5,1,11,7,3,label,markdown_headings_text,4.4,13,8,0.6153846153846154,6,1,11,7,3,label,markdown_headings_text,4.4,13,8,0.6153846153846154,6,26.22,unidade-02-turing-computabilidade,5,5,1.0,winner_score=26.22
TCC,cru,aula-08-maquinas-de-turing-como-processadoras-de-funcoes,0,1,1,0,0,1a,1a,maquinas-de-turing,maquinas-de-turing,33.386,1.1664,32.2196,0.03493679985622716,0.8956913666362609,5,5,1,14,7,3,label,markdown_headings_text,4.4,13,10,0.7692307692307693,6,1,14,7,3,label,markdown_headings_text,4.4,13,10,0.7692307692307693,6,33.386,unidade-02-turing-computabilidade,5,5,1.0,winner_score=33.39
TCC,cru,aula-09-variacoes-de-maquinas-de-turing,0,0,0,0,0,2a-propagado,2a,maquinas-de-turing,maquinas-de-turing,16.282,15.280000000000001,1.001999999999999,0.938459648691807,0.46362631980591584,5,5,1,7,3,3,label,markdown_headings_text,4.4,16,7,0.4375,9,1,7,3,3,label,markdown_headings_text,4.4,16,7,0.4375,9,16.282,unidade-02-turing-computabilidade,5,5,1.0,winner_score=16.28|ambiguous|propagado-headings
TCC,cru,aula-10-linguagens-reconhecıveis-e-linguagens-decidıveis-pdf,0,1,0,0,0,2a-propagado,2a,maquinas-de-turing,maquinas-de-turing,25.734,10.580000000000002,15.154,0.41112924535633794,0.5445736978733734,5,5,1,11,9,3,label,markdown_headings_text,4.4,16,10,0.625,9,1,11,9,3,label,markdown_headings_text,4.4,16,10,0.625,9,25.734,unidade-02-turing-computabilidade,5,5,1.0,winner_score=25.73|propagado-headings
TCC,produto,aula-01-apresentacao-da-disciplina-revisao-de-teoria-de-conjuntos-e-enumerabilidade,0,1,1,1,0,1a,1a,conjuntos-enumeraveis,conjuntos-enumeraveis,17.999999999999996,4.324,13.675999999999997,0.24022222222222225,0.7244626901714561,3,3,1,8,9,9,alias,markdown_headings_text,4.4,15,13,0.8666666666666667,9,1,8,9,9,alias,markdown_headings_text,4.4,15,13,0.8666666666666667,9,17.999999999999996,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,2,0.2857142857142857,winner_score=18.00
TCC,produto,aula-02-conjuntos-enumeraveis-e-nao-enumeraveis-argumento-da-diagonalizacao-de-cantor,0,1,1,0,0,1a,1a,conjuntos-enumeraveis,conjuntos-enumeraveis,57.362,27.872000000000003,29.49,0.4858965865904258,0.6101042331418847,3,3,1,25,10,2,label,markdown_headings_text,4.4,15,12,0.8,9,1,25,10,2,label,markdown_headings_text,4.4,15,12,0.8,9,57.362,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,2,0.2857142857142857,winner_score=57.36
TCC,produto,aula-03-funcoes-recursivas-primitivas-e-composicao-de-funcoes,0,1,1,1,0,1a,1a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,67.806,2.702,65.104,0.03984898091614311,0.947741834486923,3,3,1,31,6,3,alias,markdown_headings_text,4.4,18,15,0.8333333333333334,20,1,31,6,3,alias,markdown_headings_text,4.4,18,15,0.8333333333333334,20,67.806,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,5,0.7142857142857143,winner_score=67.81
TCC,produto,aula-04-funcoes-computaveis-funcoes-recursivas-parciais-pdf,0,1,1,1,0,1a,1a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,76.16000000000003,1.9439999999999997,74.21600000000002,0.025525210084033603,0.9545199326221224,3,3,1,41,7,3,alias,markdown_headings_text,4.4,18,16,0.8888888888888888,20,1,41,7,3,alias,markdown_headings_text,4.4,18,16,0.8888888888888888,20,76.16000000000003,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,5,0.7142857142857143,winner_score=76.16
TCC,produto,aula-05-minimizacao-de-funcoes-recursivas-parciais,0,1,1,1,0,1a,1a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,69.97,3.0620000000000003,66.908,0.04376161211947978,0.9446622599529086,3,3,1,33,5,2,alias,markdown_headings_text,4.4,18,17,0.9444444444444444,20,1,33,5,2,alias,markdown_headings_text,4.4,18,17,0.9444444444444444,20,69.97,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,5,0.7142857142857143,winner_score=69.97
TCC,produto,aula-06-revisao-alfabeto-cadeia-linguagem-hierarquia-de-chomsky-lemas-e-propriedades-de-automatos,0,1,0,0,0,1a,1a,maquinas-de-turing,maquinas-de-turing,20.541999999999998,11.62,8.921999999999999,0.5656703339499562,0.6004025520528143,5,5,1,10,4,1,alias,markdown_headings_text,4.4,27,16,0.5925925925925926,17,1,10,4,1,alias,markdown_headings_text,4.4,27,16,0.5925925925925926,17,20.541999999999998,unidade-02-turing-computabilidade,5,3,0.6,winner_score=20.54
TCC,produto,t1-enunciado,0,1,1,1,0,2a-propagado,2a,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,funcoes-recursivas-primitivas-e-funcoes-recursivas-parciais,40.6892,16.3124,24.3768,0.40090245077317815,0.654381822977311,3,3,1,21,7,2,alias,markdown_headings_text,4.4,22,10,0.45454545454545453,24,1,21,7,2,alias,markdown_headings_text,4.4,22,10,0.45454545454545453,24,40.6892,unidade-01-conjuntos-enumeraveis-e-funcoes-recursivas,7,5,0.7142857142857143,winner_score=40.69|propagado-headings
TCC,produto,aula-07-maquinas-de-turing-e-linguagens-recursivamente-enumeraveis,0,1,1,1,0,1a,1a,maquinas-de-turing,maquinas-de-turing,69.036,26.200000000000003,42.836,0.3795121385943566,0.692073574169644,5,5,1,29,7,3,label,markdown_headings_text,4.4,27,19,0.7037037037037037,17,1,29,7,3,label,markdown_headings_text,4.4,27,19,0.7037037037037037,17,69.036,unidade-02-turing-computabilidade,5,3,0.6,winner_score=69.04
TCC,produto,aula-08-maquinas-de-turing-como-processadoras-de-funcoes,0,1,1,0,0,1a,1a,maquinas-de-turing,maquinas-de-turing,72.938,3.422,69.516,0.04691655926951658,0.9208041287090715,5,5,1,32,7,3,label,markdown_headings_text,4.4,27,22,0.8148148148148148,17,1,32,7,3,label,markdown_headings_text,4.4,27,22,0.8148148148148148,17,72.938,unidade-02-turing-computabilidade,5,3,0.6,winner_score=72.94
TCC,produto,aula-09-variacoes-de-maquinas-de-turing,0,1,1,1,0,1a,1a,variacoes-de-maquinas-de-turing,variacoes-de-maquinas-de-turing,36.577999999999996,18.444,18.133999999999997,0.5042375198206572,0.6030560025323801,5,5,1,15,5,5,label,markdown_headings_text,4.4,7,7,1.0,4,1,15,5,5,label,markdown_headings_text,4.4,7,7,1.0,4,36.577999999999996,unidade-02-turing-computabilidade,5,1,0.2,winner_score=36.58
