curso,entry,grupo,categoria,card,posicao_moodle,fonte_posicao,sarc_posicao,gold,sarc_gold,motor,motor_ok,veredito,label_moodle,titulo
IA,artigo-usando-k-nn-em-texto,REF,bibliografia,Semana 3 - 16.03 a 20.03 - Machine Learning e Dados,bloco-04 bloco-05,secao: Semana 3 - 16/03 a 20/03 - Machine Learn,class 03-11..03-16 | 03-11 ml tipos de dados e preparacao de dado; 03-16 ml preparacao de dados aula / class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Artigo usando k-NN em texto,Artigo usando k-NN em texto
IA,arvores-de-decisao,AULA,material-de-aula,Semana 7 - 13.04 a 17.04 - ML - Aprendizado Supervisionado,bloco-05,secao: Semana 7 - 13/04 a 17/04 - ML - Aprendiz,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Árvores de Decisão,Árvores de Decisão
IA,exemplo-de-programa-com-k-nn-em-java,AULA,codigo-professor,Semana 3 - 16.03 a 20.03 - Machine Learning e Dados,bloco-04 bloco-05,secao: Semana 3 - 16/03 a 20/03 - Machine Learn,class 03-11..03-16 | 03-11 ml tipos de dados e preparacao de dado; 03-16 ml preparacao de dados aula / class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-04,False,concorda,Exemplo de programa com k-NN (em java),Exemplo de programa com k-NN (em java)
IA,introducao-a-redes-neurais,AULA,material-de-aula,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Introducao a redes neurais,Introducao a redes neurais
IA,mlp,AULA,material-de-aula,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,MLP,MLP
IA,rede-perceptron,AULA,material-de-aula,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron,Rede Perceptron
IA,rede-perceptron-e-equacao-de-reta,AULA,material-de-aula,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron e Equação de Reta,Rede Perceptron e Equação de Reta
IA,como-analisar-resultados-acc-pr-re-e-f1,AULA,material-de-aula,Semana 6 - 06.04 a 10.04 - ML - Aprendizado Supervisionado,bloco-05,secao: Semana 6 - 06/04 a 10/04 - ML - Aprendiz,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,"Como analisar resultados: Acc, Pr, Re e F1","Como analisar resultados Acc, Pr, Re e F1"
IA,agrupamento-usando-k-means-exemplo-1-ipynb,AULA,codigo-professor,Semana 8 - 20.04 a 24.04 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 8 - 20/04 a 24/4 - ML - Aprendiza,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,agrupamento usando k-Means: exemplo 1 (.ipynb),agrupamento usando k-Means exemplo 1 (.ipynb)
IA,agrupamento-usando-k-means-exemplo-2-ipynb,AULA,codigo-professor,Semana 8 - 20.04 a 24.04 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 8 - 20/04 a 24/4 - ML - Aprendiza,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,agrupamento usando k-Means: exemplo 2 (.ipynb),agrupamento usando k-Means exemplo 2 (.ipynb)
IA,artigo-usando-agrupamento,REF,bibliografia,Semana 8 - 20.04 a 24.04 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 8 - 20/04 a 24/4 - ML - Aprendiza,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,Artigo usando agrupamento,Artigo usando agrupamento
IA,aula-sobre-agrupamento-parte-1-particional,AULA,material-de-aula,Semana 8 - 20.04 a 24.04 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 8 - 20/04 a 24/4 - ML - Aprendiza,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,Aula sobre Agrupamento  - parte 1 (particional),Aula sobre Agrupamento - parte 1 (particional)
IA,aula-sobre-agrupamento-parte-2-hierarquico,AULA,material-de-aula,Semana 9 - 27.04 a 01.05 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 9 - 27/04 a 01/05  - ML - Aprendi,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,Aula sobre Agrupamento - parte 2 (hierarquico),Aula sobre Agrupamento - parte 2 (hierarquico)
IA,survey-on-clustering,AULA,material-de-aula,Semana 8 - 20.04 a 24.04 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 8 - 20/04 a 24/4 - ML - Aprendiza,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,Survey on Clustering,Survey on Clustering
IA,prova-1-2024-02,AULA,provas,TDE Trabalho Discente Efetivo,,,,bloco-09,deliverable 05-04..05-04 | 05-04 apresentacao do t1 trabalho,bloco-05,False,sem posicao datada,Prova 1 2024/02,Prova 1 2024 02
IA,analise-exploratoria-de-dados-exemplo-1,AULA,codigo-professor,Semana 3 - 16.03 a 20.03 - Machine Learning e Dados,bloco-04 bloco-05,secao: Semana 3 - 16/03 a 20/03 - Machine Learn,class 03-11..03-16 | 03-11 ml tipos de dados e preparacao de dado; 03-16 ml preparacao de dados aula / class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-04,class 03-11..03-16 | 03-11 ml tipos de dados e preparacao de dado; 03-16 ml preparacao de dados aula,bloco-05,False,concorda,Análise Exploratória de Dados - Exemplo 1,Análise Exploratória de Dados - Exemplo 1
IA,exemplo-2-k-nn-com-iriscsv-mais-completo,AULA,codigo-professor,Semana 3 - 16.03 a 20.03 - Machine Learning e Dados,bloco-04 bloco-05,secao: Semana 3 - 16/03 a 20/03 - Machine Learn,class 03-11..03-16 | 03-11 ml tipos de dados e preparacao de dado; 03-16 ml preparacao de dados aula / class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-04,False,concorda,Exemplo 2 k-NN (com IRIS.csv) - mais completo,Exemplo 2 k-NN (com IRIS.csv) - mais completo
IA,exemplo-com-k-nn,AULA,codigo-professor,Semana 3 - 16.03 a 20.03 - Machine Learning e Dados,bloco-04 bloco-05,secao: Semana 3 - 16/03 a 20/03 - Machine Learn,class 03-11..03-16 | 03-11 ml tipos de dados e preparacao de dado; 03-16 ml preparacao de dados aula / class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-04,False,concorda,Exemplo com k-NN.,Exemplo com k-NN
IA,exercicio-2-solucao-com-rede-perceptron-atualizado,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Exercicio 2 - Solução com rede Perceptron (atualizado),Exercicio 2 - Solução com rede Perceptron (atualizado)
IA,k-nn-para-classificacao-exemplo-cardio,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,K-NN para Classificação: Exemplo Cardio,K-NN para Classificação Exemplo Cardio
IA,k-nn-para-regressao-exemplo-imc,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,K-NN para Regressão: exemplo IMC,K-NN para Regressão exemplo IMC
IA,rede-perceptron-classificacao-planta-iris,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron - Classificacao - Planta Iris,Rede Perceptron - Classificacao - Planta Iris
IA,rede-perceptron-classificacao-de-cliente,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron - Classificacao de Cliente,Rede Perceptron - Classificacao de Cliente
IA,rede-perceptron-exemplo-atualizado,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron - Exemplo Atualizado,Rede Perceptron - Exemplo Atualizado
IA,rede-perceptron-or-em-python,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron - OR em Python,Rede Perceptron - OR em Python
IA,rede-perceptron-reconhecendo-letras,AULA,codigo-professor,Semana 4 - 23.03 a 27.03 - Machine Learning Aprendizado Supervisionado,bloco-05,secao: Semana 4 - 23/03 a 27/03 - Machine Learn,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Rede Perceptron - Reconhecendo Letras,Rede Perceptron - Reconhecendo Letras
IA,mlp-xoripynb,AULA,codigo-professor,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,MLP - XOR.ipynb,MLP - XOR.ipynb
IA,mlp-classificacao-inadimplencia-normalizacao-e-gridsearchcv,AULA,codigo-professor,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,MLP Classificação - Inadimplência (normalização e GridSearch,MLP Classificação - Inadimplência (normalização e GridSearch
IA,mlp-classificacao-iris-atualizado,AULA,codigo-professor,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,MLP Classificação - IRIS atualizado,MLP Classificação - IRIS atualizado
IA,mlp-regressao-cardio,AULA,codigo-professor,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,MLP Regressão - Cardio,MLP Regressão - Cardio
IA,xor-backpropagation-em-python,AULA,codigo-professor,Semana 5 -30.03 a 01.04 ML - Aprendizado Supervisionado,bloco-05,secao: Semana 5 -30/03 a 01/04: ML - Aprendizad,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,XOR - Backpropagation em python,XOR - Backpropagation em python
IA,exemplo-1-arvores-de-decisao-classificacao-planta-iris,AULA,codigo-professor,Semana 7 - 13.04 a 17.04 - ML - Aprendizado Supervisionado,bloco-05,secao: Semana 7 - 13/04 a 17/04 - ML - Aprendiz,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Exemplo 1 - Árvores de Decisão: Classificação - Planta Iris,Exemplo 1 - Árvores de Decisão Classificação - Planta Iris
IA,exemplo-2-arvores-de-decisao-regressao-diabetes,AULA,codigo-professor,Semana 7 - 13.04 a 17.04 - ML - Aprendizado Supervisionado,bloco-05,secao: Semana 7 - 13/04 a 17/04 - ML - Aprendiz,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Exemplo 2 - Arvores de Decisão - Regressão - Diabetes,Exemplo 2 - Arvores de Decisão - Regressão - Diabetes
IA,exemplo-complementar-classificacao-com-arvores-de-decisao,AULA,codigo-professor,Semana 7 - 13.04 a 17.04 - ML - Aprendizado Supervisionado,bloco-05,secao: Semana 7 - 13/04 a 17/04 - ML - Aprendiz,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,class 03-18..04-15 | 03-18 ml abordagem supervisionada k nn aula; 03-23 ml abordagem supervisionada k nn aula; 03-25 ml abordagem supervisionada rede neura,bloco-05,True,concorda,Exemplo Complementar - Classificação com Árvores de Decisão,Exemplo Complementar - Classificação com Árvores de Decisão
IA,agrupamento-hierarquico-exemplo-1,AULA,codigo-professor,Semana 9 - 27.04 a 01.05 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 9 - 27/04 a 01/05  - ML - Aprendi,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,agrupamento hierarquico - exemplo 1,agrupamento hierarquico - exemplo 1
IA,agrupamento-hierarquico-exemplo-2-use-o-dataset-da-planta-iris,AULA,codigo-professor,Semana 9 - 27.04 a 01.05 - ML - Aprendizado Não Supervisionado,bloco-07,secao: Semana 9 - 27/04 a 01/05  - ML - Aprendi,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,class 04-22..04-27 | 04-22 ml abordagem nao supervisionada k mean; 04-27 ml abordagem nao supervisionada hierar,bloco-07,True,concorda,agrupamento hierarquico - exemplo 2 (use o dataset da planta,agrupamento hierarquico - exemplo 2 (use o dataset da planta
ES2,revisao-p1,AULA,listas,Exercícios Revisão para Provas,,,,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,True,sem posicao datada,Exercícios - revisão para P1,revisao_p1
ES2,roteiro1,AULA,codigo-professor,Microsserviços,bloco-01,label: Semana 16/03/2026 a 20/03/2026: (20/03/2026): Arqu...,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-02,class 03-27..03-27 | 03-27 microsservicos no spring introducao au,bloco-01,False,gold DEPOIS da postagem,Código,roteiro1
ES2,roteiro2,AULA,codigo-professor,Microsserviços,bloco-04,label: Semana 06/04/2026 a 10/04/2026: (10/04/2026): micr...,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-01,False,concorda,Código,roteiro2
ES2,roteiro3,AULA,codigo-professor,Microsserviços,bloco-04,label: Semana 13/04/2026 a 17/04/2026: (17/04/2026): micr... || Sem,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,True,concorda,Código,roteiro3
ES2,roteiro5,AULA,codigo-professor,Microsserviços,bloco-08 bloco-09 bloco-10 bloco-12,label: Semana 18/05/2026 a 22/05/2026: (22/05/2026): impl... || Sem,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner / class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-08,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner,bloco-08,True,concorda,Código,roteiro5
ES2,roteiro7,AULA,codigo-professor,Microsserviços,bloco-09,label: Semana 01/06/2026 a 05/06/2026: (05/06/2026): comu...,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,True,concorda,Código,roteiro7
ES2,roteiro7-history-service,AULA,codigo-professor,Microsserviços,bloco-09,label: Semana 01/06/2026 a 05/06/2026: (05/06/2026): comu...,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,True,concorda,Código - serviço history,roteiro7_history-service
ES2,azure,AULA,material-de-aula,Microsserviços,bloco-08 bloco-09 bloco-10 bloco-12,label: Semana 18/05/2026 a 22/05/2026: (22/05/2026): impl... || Sem,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner / class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-09,class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-01,False,concorda,Instruções: cadastro Azure para estudantes,Azure
ES2,microsservicos,AULA,material-de-aula,Microsserviços,bloco-01,label: Semana 16/03/2026 a 20/03/2026: (20/03/2026): Arqu...,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,class 03-06..03-20 | 03-06 apresentacao da disciplina revisao de ; 03-13 arquitetura baseada em servicos monoli; 03-20 arquitetura baseada em servicos e micr,bloco-01,True,concorda,Microsserviços,microsservicos
ES2,microsservicos2,AULA,material-de-aula,Microsserviços,bloco-04,label: Semana 06/04/2026 a 10/04/2026: (10/04/2026): micr...,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,True,concorda,Padrões para microsserviços: discovery,microsservicos2
ES2,microsservicos3,AULA,material-de-aula,Microsserviços,bloco-04,label: Semana 13/04/2026 a 17/04/2026: (17/04/2026): micr... || Sem,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,class 04-10..04-24 | 04-10 microservicos no spring discovery aula; 04-17 microservicos no spring api gateway au; 04-24 exercicios aula,bloco-04,True,concorda,"Padrões para microsserviços: api gateway, bff",microsservicos3
ES2,microsservicos4,AULA,material-de-aula,Microsserviços,bloco-07,label: Semana 11/05/2026 a 15/05/2026: (15/05/2026): micr...,class 05-15..05-15 | 05-15 microservicos no spring circuit breake,bloco-07,class 05-15..05-15 | 05-15 microservicos no spring circuit breake,bloco-04,False,concorda,Padrões para microsserviços: circuit-breaker,microsservicos4
ES2,microsservicos5,AULA,material-de-aula,Microsserviços,bloco-08 bloco-09 bloco-10 bloco-12,label: Semana 18/05/2026 a 22/05/2026: (22/05/2026): impl... || Sem,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner / class 06-05..06-05 | 06-05 comunicacao assincrona aula,bloco-08,class 05-22..05-29 | 05-22 implantacao de microservicos conteiner; 05-29 implantacao de microservicos conteiner,bloco-04,False,concorda,Padrões para microsserviços: implantação,microsservicos5
ES2,microsservicos6,AULA,material-de-aula,Microsserviços,bloco-10,label: Semana 08/06/2026 a 12/06/2026: (12/06/2026): aute...,class 06-12..06-12 | 06-12 autenticacao e autorizacao aula,bloco-10,class 06-12..06-12 | 06-12 autenticacao e autorizacao aula,bloco-10,True,concorda,Autenticação e Autorização,microsservicos6
